,nroV,idF,País,Día,Mes,Año,Medio,Título,Comentario
127,128,128,Uruguay,3,Junio,2022,Montevideo,Opinión | Se cumplen 55 años de la guerra en la que Israel no se dejó destruir,"Ohhhhh!! Déjan opinar!!!!Bueno.La sra pseudoperiodista olvidó de informar el final de la historia de la verdadera periodista asesinada y que culpaba a los palestinos.¿No hizo una nota pidiendo perdón a los lectores, diciendo que el proyectil era de los terroristas de israel como el 99.99999% estimaba?Están haciendo lo mismo que Hitler...Otra cosa: ¿de parte de quien están en la guerra de ucrania Rusia?¿Que los puede más? ¿La ideología o el dinero?Difícil....¿postura? Están con Rusia o están con los otrora exterminadores judíos?"
22,23,23,Uruguay,3,Enero,2022,Subrayado,Israel aplica cuarta dosis anticovid a mayores de 60 años ante ola de ómicron,El genocidio del gobierno dictatorial mundial no descansa ni en enero... El infierno va a estar desbordado de pedófilos y Genocidas próximamente...
218,219,219,Uruguay,23,Junio,2021,Montevideo,Israel reimpone restricciones ante el repunte de casos de coronavirus,"Tenemos que buscar otro país ""modelo"", Israel con 130 casos diarios pone restricciones y nosotros con 2000 abrimos cada vez más."
39,40,40,Argentina,12,Abril,2023,La Nación,La violencia en los territorios palestinos amarga la luna de miel entre Marruecos e Israel,Esto me recuerda al apartheid sudafricano. ????
277,278,388,Chile,3,Mayo,2022,La Tercera,Gobierno de Israel arremete contra afirmación del canciller ruso de que Hitler “tenía sangre judía”,"Quizás Hitler tuvo sangre judía, una abuela de Hitler quedó embarazada mientras trabajaba de sirvienta en la casa de una familia judía, nunca se supo quién era el padre. Una de las primeras leyes raciales dictadas por Hitler fue la prohibición de que mujeres alemanas trabajaran de sirvientas en casas de familias judías. No se sabe porque a los judíos le preocupa que un genocida como Hitler haya tenido sangre judía, en definitiva los sionistas de Israel también tienen a sus propios genocidas masacrando a los palestinos."
79,80,80,Argentina,21,Junio,2021,Clarín,Israel puso a la Argentina en la lista de países de “máximo riesgo” por los casos de coronavirus,"Ponen trabas para que puedan venir al pais?, y que?. que no vengan, si aca no los necesitamos. Es como si nosotros no permitiriamos ir a Israel por los constantes  bombardeos y ataque de los palestinos, que son mas peligrosos que el coronavirus. Se entiende no?."
144,145,145,Chile,11,Octubre,2023,Biobio,"
Biden y Hamas: ""Nunca pensé que vería imágenes de terroristas decapitando a niños""
","No se Rick, EEUU ha mentido tantas veces en la historia que tengo serías dudas"
49,50,50,Argentina,25,Diciembre,2023,La Nación,La Casa Blanca encuentra trabas para restaurar el poder de la Autoridad Palestina para la posguerra ,La cuestión para que sigan matando  es que EE UU  recibe órdenes de Israel.
181,182,182,Uruguay,22,Mayo,2021,El País,"""La vida o la muerte en un minuto y medio"", relato en primera persona de un uruguayo en Israel","Lamentable que censuren la posibilidad de dejar comentarios en la nota de los judíos ""B&#39;nai B&#39;rith"". Este panfleto es cómplice de los crímenes de guerra, la tortura, la brutalidad, la demolición de hogares, que el estado terrorista de Israel comete diariamente contra los palestinos.[Imagen]"
251,252,308,Colombia,24,Junio,2022,Dos Orillas,A punta de Yupis y sillas Rimax los Gilinski desbancaron a los Santo Domingo entre los más ricos del,Y ahora son los dueños de la política del país. No se olviden que ellos son los titiriteros del nuevo presidente.
70,71,71,Chile,1,Abril,2023,Biobio,"
Embajador Artzyeli aborda situación en Israel y lo desmarca del 18-O chileno: No hay metros destrui","En Israel no se han quemado Metros, pero los civiles palestinos asesinados por los gobiernos de Israel son decenas de miles. 
Un alto oficial de Israel que se sintió asqueado por la brutalidad de la represión en contra de los palestinos dijo que “lamentablemente los que han sido víctimas de terribles persecuciones son capaces de cometer las mismas atrocidades cuando están en el poder”. --- https://ebiblioteca.org/lecturas/?/v/"
250,251,306,Argentina,27,Marzo,2021,La Nación,Travesía histórica: cómo 23 judíos expulsados de Brasil ayudaron a fundar Nueva York,nadie los quiere. los rajon de todos lados. porque sera?
242,243,284,Uruguay,13,Mayo,2021,El País,CEO de Mercado Libre respondió a dueño de La Huella tras criticar posición de Lacalle sobre conflict,"la verdad poco me importa israel y palestina , tienen un conventillo hace 70 años , les gusta , ahora , este tipo es tremendo banana , tenes un negocio exitoso y te tiras a los moishes encontra ? tas loco, acabas de quebrar amigo, que banana , por hacerse el burgues con conciencia social , se mete en un tema que solo los juda y los cabeza de trapo saben , ajajajajajajajaja todavia el porteño se la encajo toda sin vacelina , los socios lo quieren matar , jajajajajajajaja"
95,96,96,Costa Rica,12,Febrero,2024,CR Hoy,"El desgarrador caso de Hind Rajab: Agonizó rodeada de cadáveres y pidiendo ayuda, nadie la auxilió","A los que recurren a la Biblia, recuerden que en esos tiempos en Costa Rica sólo había indígenas que ni idea tenían de España y los españoles. Luego vino Juan de Cavallon y bueno hoy hablamos español y tenemos pinta de españoles. Los pocos indígenas que sobrevivieron terminaron en lugares alejados del Valle Central. Y también nuestros antepasados conquitaron Costa Rica con espada en mano."
264,265,337,Colombia,10,Abril,2021,Dos Orillas,Los héroes del Gueto de Varsovia no se olvidan,Una historia basada en creencias y deseos pero no en hechos ni datos verificados. Es decir : una novela.
72,73,73,Uruguay,29,Julio,2021,Montevideo,Opinión | Olimpíadas: entre campeones y cobardes,No me va a decir que :No le gustó lo quirúrgico que fue tratado el asunto.No murieron niños ni civiles que nada tienen que ver en una guerra enferma con esta nueva forma de bombardeos.
108,109,109,Panamá,27,Junio,2022,La Estrella,El muro de Jerusalén que hace 20 años encierra a miles de palestinos,"Y mientras tanto, se reproducen como conejos salvajes."
170,171,171,Panamá,23,Mayo,2023,La Estrella,Parlatino adopta definición del antisemitismo de IRHA,Deben adoptarse medidas para denunciar manifestaciones de odio contra palestinos en el mundo. ISRAEL ataca población civil y mezquitas en JERUSALÉN y territorios ocupados ante el silencio cómplice del mundo occidental.
187,188,188,Uruguay,19,Enero,2024,Montevideo,Biden respalda Estado palestino en primera llamada con Netanyahu en un mes,"Es el mismo Netantahu el que hay pruebas que apoyó a Hamas para debilitar a la autoridad palestina. Igual que hicieron los yanquis con el EI por ejemplo y exactamente con el mismo resultado, ahora el monstruo que alimentaron y usaron se volvió en contra de ellos... Es como si supieran y buscaran enemigos para una guerra que les conviene, no? Siempre el pueblo de rehen..."
122,123,123,Argentina,23,Abril,2024,La Nación,Las protestas en las universidades se extienden y recalientan el frente interno para Biden en medio ,GAGA SEGUI APOYANDO AL GENOCIDA  QUE TE ESTAS CAVANDO TU PROPIA TUMBA
27,28,28,Uruguay,1,Marzo,2024,Subrayado,"Gobierno uruguayo ""lamenta profundamente"" incidentes en Gaza que provocaron la muerte de más de 100 ","EL GOBIERNO ENTREGO LOS KIBUTZ ATACADOS POR HAMAS...ERA IMPOSIBLE CON LA SEGURIDAD QUE TIENEN EN LAS FRONTERAS, SE LE HAYAN INFILTRADO LOS TERRORISTAS...LA FECHA QUE INGRESARON, LA FRONTERA LIBERADA Y LA DEMORA DEL EJERCITO EN LLEGAR A LOS KIBUTZ (horas)...LO HACE SOSPECHOSO AL GOBIERNO."
335,336,2618,Chile,19,Julio,2024,Biobio,"
La ocupación de Israel en territorios palestinos desde 1967 es ""ilegal"" y debe devolverlos, según C",El estado chileno las forestales y los colonos(extranjeros) Deberían devolver las tierras usurpada al pueblo mapuche desde la dictadura...
190,191,191,Colombia,9,Noviembre,2023,El Tiempo,NYT: Francia ve una creciente ola de antisemitismo. Un edificio en ParÃ­s pintado con estrellas de D,"los mismos judios no sionistas, estan en contra de la creacion de israel, aqui los judios salen a la calle con camisetas que dicen "" not in our name , para decir que los judios verdaderos no apoyan la masacre sionista en palestina, pero por los sionistas pagan todos los judios que quieren la pa.z"
48,49,49,Argentina,11,Diciembre,2023,Clarín,Guerra en Gaza: Hamas amenaza a los rehenes mientras Israel advierte que el grupo terrorista se acer,"¿ LA GUERRA DE UCRANIA SE TERMINO?
PORQUE NI UNA NOTICIA DE ELLA."
304,305,468,Chile,8,Octubre,2023,Emol,"Apoyo occidental a Israel, festejos en países árabes y miles de muertos: Los hitos que", @Roberto Zimmerman [2037846] y los judíos? son muy buenos acaso? a ratos entiendo a Eichmann
197,198,198,Panamá,9,Noviembre,2021,La Estrella,Austria recuerda a las víctimas de la Shoá grabando sus nombres en granito,Los monumentos del Holocausto son necesarios pero tampoco pueden los europeos llorar por esta tragedia como si no hubiese pasado hace tanto tiempo. Por que no hacen monumentos contra las cruzadas o la inquisicion?
333,334,2381,Panamá,30,Septiembre,2022,La Estrella,Líderes judíos de Panamá se reúnen con Cortizo por el Rosh Hashaná,El Jewish Community
11,12,12,Argentina,15,Julio,2023,La Nación,Las tres crisis que tienen en vilo a Israel y lo llenan de dudas sobre su futuro,"Desgraciadamente, Israel es cada vez menos un estado judio. Los valores de su regimen gobernante son mas y mas contradictorios con los valores judios, honradez, apertura, conexion con el otro, respeto a todo humano, union con la naturaleza. Como judio, siento cada vez mas que este Israel no me representa."
174,175,175,Uruguay,22,Mayo,2021,Montevideo,"B'nai B'rith respondió al FA: “Pide objetividad, pero presenta hechos distorsionados”","Qué atrevidos los que opinan en contra de Israel . Los judíos se autodenominan el PUEBLO ELEGIDO DE DIOS , por lo tanto son buena gente , dios no podría equivocarse ¿ no ? ¿ o sí ? cuac"
297,298,447,Chile,20,Mayo,2021,Emol,Gobierno de Israel y Hamás aceptan un alto al fuego en Gaza tras 11 días de ataques," Los JUDÍOS son un pueblo COBARDE. A lo largo de su historia nunca consiguieron FORMAR UNA NACIÓN... siempre vivieron MENDIGANDO y cambiando de lugar, CRIANDO OVEJAS, BURROS, y recolectando alimentos que no CULTIVABAN (eran nomades). Su única OBSESIÓN era el DINERO Y LA RIQUESA. El mundo se les vino abajo cuando apareció un JUDÍO POBRE, MISERABLE, que les apunto con el dedo en la nariz, las DISTORSIONES DE VALORES DE ESTA RAZA... este fue el COMUNISTA,... JESÚS DE NASARETH. 
 C:\fakepath\ALIANZA DERECHISTA INMORALES.jpg"
62,63,63,Uruguay,14,Marzo,2024,Subrayado,Coalición acusa al FA de irse de sala para no tratar antisemitismo en marcha; diputada de oposición ,"Quien fomenta el antisemitismo es Israel, y cada dia mas. Lo que esta haciendo en Gaza ha despertado la indignacion mundial. Ellos cansan con la victimizacion del holocausto, y no son el unico pueblo que sufrió una desgracia asi. Basta ver a todos los operadores judios victimizarse con el holocausto, en cualquier cosa, ya no sirve mas de excusa, y la libertad de expresion se respeta. En el 8 M si quisieron poner ese macaco, esta dentro de la libertad de expresion."
35,36,36,Argentina,16,Diciembre,2023,La Nación,"El judaísmo de Milei, motivo de divisiones y preocupación en el ámbito comunitario","Siempre hay un pero
Y lo peor de todo es que la nota la firma un paisano"
212,213,213,Argentina,22,Diciembre,2023,Clarín,"Con más de 20 mil víctimas, la campaña israelí en Gaza ya es una de las más mortíferas de la histori","Decir a medias la verdad es mentir, ,si esto no es un genocidio que es un genocidio.
Hay un ejemplo muy revelador una foto de un ciudadano de Palestina enfrentándose a un tanque de guerra Israelita en una silla de ruedas , con una sola pierna , atranco con una gomera.
A esto llama el NEW YORK TIMES.GUERRA."
41,42,42,Uruguay,6,Agosto,2022,Montevideo,Al menos cinco niños palestinos y un adultos murieron por impacto de proyectil en Gaza,Sionistas genocidas. Entre éstos y los nazis ninguna diferencia.
116,117,117,Argentina,18,Mayo,2021,La Nación,Tensión en Medio Oriente: Hamas ataca con más de 130 misiles a Tel Aviv,"Los terroristas musulmanes/iranies tiraron 700 misiles, Israel debe responderles con 7 mil misiles y convertir a la franja de gaza en el campo de golf mas grande del mundo"
232,233,255,Argentina,24,Julio,2022,La Nación,Atentado a la AMIA y la Embajada: Israel niega que el informe del Mossad le quite responsabilidad a ,"A quienes sostienen el verso de la Trafic, que por favor me expliquen por que la columna del edificio contiguo (que puede verse en la foto) está soplada para afuera, hacia la calle. Rta: la bomba estaba adentro."
278,279,391,Chile,6,Marzo,2024,Biobio,"
Comunidad Judía acusa ""sesgo antisemita"" tras decisión de excluir a empresas israelíes de Fidae 202",No a los nazis sionistas
336,337,2649,Panamá,9,Agosto,2023,La Estrella,"'No discriminarás', una mirada al antisemitismo con toque humorístico","Eso tiene consecuencias tambien. Quieres pelear? pues vendra pelea, quiere negociar? pues vendra negociacion. Para mi el terrorismo es inexcusable y la guerra de guerrillas es justificable, Un soldado mata a otro ese es su trabajo, pero mas nada."
8,9,9,Uruguay,28,Julio,2024,Montevideo,Israel promete responder al ataque que mató a 12 jóvenes en los Altos del Golán,hay que avisarle qaue los altos de golan son SIRIOS una vez mas saqueando tierras y victimizandose cuando hay mil inocentes muertos en su mayoria niños
100,101,101,Uruguay,24,Febrero,2021,Montevideo,"Comité Israelita del Uruguay rechaza ""expresiones antisemitas"" de Salle sobre Henry Cohen","@1958UY y en ningún momento afirmé que el mundo sea víctima de los judíos, lo que si afirmo es que usan a las víctimas del holocausto para su propio beneficio. Así de bajo han caído. Antes de exigir respeto del projimo, deberían respetarse a si mismos, en lugar de ver conspiraciones y ataques donde no los hay."
109,110,110,Argentina,26,Julio,2024,La Nación,La polémica camisa que lució el abanderado de Palestina en los Juegos Olímpicos: un diseño de misile,"Cosecharás tu siembra !!.....el día que dejen de verse representados por asesinos y dejen de adiestrar a sus hijos para la muerte, sin dudas vivirán en paz con su vecino poderoso y moderno. Sentido común por fanatismo...podría ser la clave."
324,325,1813,Panamá,6,Diciembre,2021,La Estrella,De cómo Freud y los psicoanalistas de Viena escaparon de la persecución nazi,"Cuales nazis, los de ahora o los de antes?"
267,268,352,Colombia,9,Noviembre,2023,El Tiempo,NYT: Francia ve una creciente ola de antisemitismo. Un edificio en ParÃ­s pintado con estrellas de D,"no se puede tapar el sol con un dedo, nadie gusta de judios, si a ti gustan y los amas, dales tu maldito pais y dejen de asesinar en palestina, hammas es un ejercito de liberacion, como lo tuvo simon bolivar, mano de hptas"
45,46,46,Uruguay,15,Abril,2024,Montevideo,Israel confirmó que habrá una reacción “clara y decisiva” al ataque de Irán del sábado,Sionistas genocidio!!
195,196,196,Uruguay,18,Mayo,2021,Montevideo,Opinión | Cosas que hay que saber antes de juzgar a Israel,"Lo que logra el dinero y la presion de los poderosos, te dejan comentar en esta nota (por 1era vez porq' el proselitismo de esta do~a es intocable) y no dejan en la del choto del emabajador de Israel. Estaria bueno que dejaran escribir un par de columnas por palestinos o desde esa version, porque esto ya es un oprobio. Por suerte el pueblo uruguayo en gral. no se deja manipular por estas versiones tan tergiversadas. Vayanse a la mier."
152,153,153,Uruguay,22,Mayo,2024,Montevideo,"España, Irlanda y Noruega anuncian el reconocimiento de Palestina como Estado",Mis felicitaciones a estos 3 países........un motivo mas del pro judio Milei para atacar al Primer Ministro español.
17,18,18,Uruguay,22,Mayo,2021,Montevideo,"B'nai B'rith respondió al FA: “Pide objetividad, pero presenta hechos distorsionados”",Hamas es un grupo terrorista al igual que el estado de Israel. Lo que llama la atención es que la ONU sistemáticamente defiende al estado de Israel... porque será?
76,77,77,Chile,26,Enero,2024,Emol,"Netanyahu tras fallo de La Haya: ""La acusación de genocidio no solo es falsa, es escandalosa"""," estan matando gente inocente miles de niños , basta ya prepucio corto !!"
222,223,228,Colombia,16,Mayo,2021,El Tiempo,Una excavadora limpia los escombros de un edificio destruido en el distrito residencial Rimal de la ," tiene su casa  , ha vivido en ella toda su vida  y cuando menos lo piense vienen soldados y en nombre de Jehova  lo sacan a patadas con el cuentico que Dios hace 3.000 años les entrego ese terreno a ver si a usted sr lector le va a gustar! asi que nos seamos pendejos los judios son unos htps !!!!"
138,139,139,Chile,21,Junio,2023,La Tercera,Israel pide a ONU y Unión Europea condenar ataque que ha dejado cuatro israelíes muertos en Cisjorda,Hago un origami con el papel de víctima de los israelíes.
118,119,119,Uruguay,18,Octubre,2023,Montevideo,Así fue el bombardeo a un hospital de Gaza que dejó a cientos de palestinos muertos,"No confundan judaísmo con sionismo...no mastiquen esa carnada sionista...gran parte de las comunidades judías del mundo ESTÁN CONTRA ISRAEL y sus aberraciones. Y no sean tan hijoepouthas como para justificar el genocidio industrial nazi por las acciones de Israel...ni para usar ese genocidio industrial nazi contra los pueblos judíos de Europa...para justificar el lento y programado genocidio palestino. CUIDADO, CUIDADO, CUIDADO, CUIDADO."
0,1,1,Chile,20,Septiembre,2022,Biobio,"
Tras impasse con embajador: Presidente Boric aborda conflicto palestino-israelí ante la ONU
",Me alegro que defienda al pueblo palestino
130,131,131,Argentina,16,Julio,2021,Clarín,"A 27 años del atentado, la AMIA pidió que la causa tenga con “urgencia” un juez y cuestionó la “inop","Atentando en 1994 , los gobiernos de entonces no tuvieron ningun problema y ningun hallazgo, nada de nada.
Los fliares de la Amia  usaron a sus seres queridos  fallecidos  para una ventaja politica.  Un asco"
43,44,44,Uruguay,3,Marzo,2024,Subrayado,Las negociaciones para una tregua entre Israel y Hamás en Gaza se reanudan en Egipto,LOS ASESINOS SIONISTAS SIEMBRAN ODIOS ETERNOS.
215,216,216,Colombia,15,Octubre,2023,Dos Orillas,El antisemitismo de Gustavo Petro es un delito consagrado en el artículo 102 del Código Penal,"Este Cagaleta de Lucio tratando al presidente Gustavo Petro como un antisemita y según el hay que juzgarlo y ponerlo preso, la posición y mensaje de nuestro gobernante fue expresada coherentemente en el 78 avo congreso de la O.N.U con relación al mayor campo de concentración del mundo como es la franja de Gaza y su mensaje fue de paz y concordia entre ambos pueblos es decir Palestina e Israel. Actualmente hay una persecusión mediática a la figura y mensajes de Petro y a llegado a decir: ""No apoyamos genocidios"": Petro afirma que ""suspenderá"" las relaciones exteriores con Israel si es necesario. Lo anterior es prueba de su valentía y don de humanista su voz no puede ser silenciada es la voz que proclama en el desierto la paz y la concordia entre los pueblos."
142,143,143,Uruguay,18,Mayo,2021,Montevideo,Opinión | Cosas que hay que saber antes de juzgar a Israel,"Ana, todo bien, pero ninguna explicación basada en la simple logica del relato de los hechos funciona frente a la foto ""del nene tirándole una piedra al tanque"".El gobierno de Israel tomó la decisión que tomó sabiendo las consecuencias internacionales de sus actos, así como Hamas tomó en consideración las consecuencias de sus actos atacando a Israel.Un casamiento ""de conveniencia entre Hamas y Bibi"" para sacar del juego a Al-Fatah?Acaso no suena a que le conviene mas a ambos preservar ""el juego en el campo militar"" en lugar de hacerlo en el campo diplomático?La ""pelea"" que hoy día maneja Israel es por la NORMALIZACION de las relaciones con los países integrantes de La Liga Arabe. La solución de la soberanía palestina se manejará a ese nivel como siempre se ha manejado desde 1948 a la fecha."
233,234,256,Uruguay,7,Agosto,2022,Montevideo,Israel acepta tregua en Gaza propuesta por Egipto,"Cierre los ojos y piense durante 5 minutos en un mundo sin los racistas crucificadores de inocentes, usureros y déspotas. Arriba Palestina Libre."
214,215,215,Argentina,12,Febrero,2024,La Nación,Hitler no hubiera dudado en exterminar a Freud,"Puras patrañas, aún ya comenzada la guerra los judíos eran libres de emigrar siempre y cuando tuviesen bienes de los que pudieran ser despojados obligándolos a venderlos a pérdida y pagando unas penalidades que no eran más que chantajes. Así varios miles comenzarona invadir Palestina ya que varios países que después se rasgaron las vestiduras ante el crimen nazi no les daban asilo."
229,230,245,Chile,30,Enero,2021,Biobio,"
    A 76 años de Auschwitz: los estremecedores relatos que dejó el holocausto
","Después los judíos hicieron lo mismo con los Palestinos. Y ocuparon la misma idea ""Espacio vital, para el pueblo elegido""."
125,126,126,Costa Rica,2,Febrero,2021,Diario Extra,Embajada de Israel obtiene galardón,Tenía rato de no ver al embajador Ofek; la última vez salió su foto durante su participación en la marcha de la diversidad 2018; lástima que se inviertan los impuestos de los ciudadanos israelíes en promover la ideología de género en países en desarrollo.
85,86,86,Chile,11,Mayo,2021,Emol,"Escala tensión entre palestinos e israelíes y ONU llama a poner fin ""inmediatamente"" a", Israel es un estado terrorista dirigido por un terrorista llamado Benjamin Netanyahu que actua asesinando niños bajo la mas absoluta impunidad y bajo el silencio complice de USA.
355,356,4074,Costa Rica,1,Febrero,2022,CR Hoy,Whoopi Goldberg suspendida por canal ABC por comentarios sobre el Holocausto,Ofendiditos ofendiendo.
291,292,436,Chile,8,Noviembre,2021,Biobio,"
    ""Blue Wolf"": Ejército israelí usa aplicación de reconocimiento facial para identificar palestin",Igual que los Nazis con los dibujos para identificar Juden.
204,205,205,Chile,11,Octubre,2023,Emol,"Conflicto en Medio Oriente: Netanyahu y líder de la oposición forman gobierno ""de emer"," VIVA HAMAS HEROES, NO A LOS TERRORISTAS DE LOS MAL DITOS JUDIOS, SOLO SIRVEN PARA LOS HORNOS"
347,348,3584,Panamá,4,Mayo,2022,La Estrella,Boda con temática nazi en México desata polémica internacional,"Por su puesto, pero no es mi lógica, es la realidad. Opinar por opinar, sin experiencia, es solo demostrar una gran ignorancia (1) o una gran sabiduría y comprensión (2). Tu no cumples con lo segundo, entonces si te falta mundo, para opinar de situaciones mundiales. Y sí, estuve en Washington....¿y? Lee cualquiera de mis comentarios, no están ocultos ni son privados, y verás que de gringuista no tengo nada."
245,246,295,Uruguay,7,Agosto,2022,Montevideo,Israel acepta tregua en Gaza propuesta por Egipto,"Siempre que se le canta la posta a los asesinos de Israel, tocan el botón rojo y acusan falsamente de antisemitismo, los Palestinos son semitas también, yo no soy anti- nada, creo en una única etnia, la gran etnia humana, pero israel esta pasado y hace añares ya, sádicos, sanguinarios, usurpadores, explotadores, no aceptan nunca una crítica, se creen 100% perfectos, hoy le hacen a Palestina lo mismo que los asesinos nazis les hicieron a ellos, no soy antisemita ni anti-nada, está a la vista de todos, no me corran con esa a mi."
217,218,218,Uruguay,25,Diciembre,2023,Montevideo,Israel afirma que encontró en hospital de Gaza auto de uno de rehenes que mató “por error”,La mayoría son muertes por error por parte del Estado Genocida de Israel.
350,351,3638,Chile,17,Marzo,2024,Biobio,"
Manifestantes expulsan a Checho Hirane de marcha pro Palestina: ""¡No te queremos acá!""
","La izquierda Chilena siempre en busca de banderas de lucha o caballitos de batalla, en los 90 fue la causa mapuche, después el estallido delictual, ahora la causa Palestina, se adueñan de luchas que son transversales y sacan provecho."
351,352,3643,Chile,15,Julio,2024,Emol,"Termina ""acampe"" por Palestina en la Universidad de Chile tras dos meses de movilización", Me imagino que ahora iran a pelear por Palestina en terreno. O son puro hoci....co?
140,141,141,Argentina,19,Mayo,2021,La Nación,Conflicto: lluvia de misiles y sirenas en una de las noches más angustiantes de Tel Aviv,Todas las fotos nos muestran el enorme sufriemiento de los israelitas.....pero no hay ninguan foto de lo que sufren los palestinos.
120,121,121,Uruguay,22,Enero,2022,Montevideo,"Hace 80 años, los nazis planificaron la ‘solución final’ en solo 90 minutos","La Nakba es el comienzo de limpieza étnica de territorios que hasta el día de hoy mantienen los imperialistas/colonialistas sionistas sobre pueblos palestinos (musulmanes, cristianos o ateos)...pero la Shoha no tiene comparación en letalidad y programación científica/industrial de un genocidio a manos de una sociedad ""culta""...""civilizada""...."
309,310,725,Panamá,26,Marzo,2021,La Estrella,Resultados finales de comicios confirman que Netanyahu no alcanza la mayoría,Lo curioso de este fenómeno en Israel es el auge de los partidos religiosos
30,31,31,Uruguay,23,Julio,2022,Montevideo,El Parlamento alemán conmemorará por primera vez a víctimas LGTB+ de los nazis,Evidentemente aún hay alemanes con taras mentales.
77,78,78,Chile,20,Mayo,2021,Emol,Cómo funciona el sistema antimisiles de Israel y el alcance que tiene el arsenal de Hamas en ," Perdonalos Jesus, no saben lo que hacen, son Judios."
238,239,272,Argentina,17,Mayo,2021,La Nación,"Jerusalén, al límite: nuevos choques entre la policía y palestinos en un lugar sagrado elevan la ten","Acá el Mossad voló la AMIA, por suerte no tuvimos  victimas argentinas!!????????????"
113,114,114,Uruguay,15,Abril,2024,Subrayado,Orsi dijo que Israel tenía siete frentes abiertos: Si esto se hubiera desenchufado hubiese sido dist,"A esos miles de muertos, agregale el tuyo, ""profesor""!!!!"
64,65,65,Argentina,3,Marzo,2024,La Nación,"Cuál es el origen de los Rothschild, la legendaria dinastía de banqueros europeos",¿Quién puede ser más conocido y rico? Otro judío.
290,291,435,Uruguay,19,Junio,2021,Montevideo,"“El Gobierno rechaza recibir vacunas a punto de caducar”, dice Palestina a Israel",Si fuera palestino a estos judíos genocidas no le acepto ni una aspirina. Seguro manipularon algo para matar mas gente!!.
165,166,166,Uruguay,4,Noviembre,2023,Montevideo,"Erdogan, presidente de Turquía, cortó contacto con Netanyahu: “Ya no es un interlocutor”","Sumen las víctimas inocentes en estos 75 años desde creado el estado judío y después me cuentan si no es un holocausto...peor que el cometido por Hitler...cometido por las víctimas de ese dictador,no merecen el mínimo perdon"
349,350,3620,Argentina,21,Septiembre,2022,La Nación,Gaza: un agricultor descubrió un impactante mosaico de la era bizantina mientras trabajaba en su hue,Fue en Olivos o en Gaza? al final
312,313,898,Chile,22,Diciembre,2023,Biobio,"
Papa Francisco envía emisario a Israel y Territorios Palestinos para pedir la paz
",Jajajaja. Soy el Papa.
199,200,200,Uruguay,5,Junio,2024,Montevideo,Israel organizó una campaña de influencia secreta sobre la guerra en Gaza,"El NYT no puede usar la palabra correcta, GENOCIDIO, para hablar de lo que Israel hace en Palestina (Gaza y Cisjordania también).El sionismo es nazismo y les tiene que llegar su Nuremberg, no hay discusión.--"
44,45,45,Uruguay,19,Abril,2021,Subrayado,"En Israel, los ciudadanos aliviados, salen a la calle sin mascarilla anticovid",El alivio más grande es que no van a tener que gastar en marcarillas.
114,115,115,Uruguay,9,Octubre,2023,Montevideo,Cami Rajchman tras ver “poca gente empatizando” con Israel: “Es una cuestión de humanidad”,"festejan ""el día del perdón"" facilongo, se perdonan ellos mismos de ser reverendos hdp con los palestinos."
311,312,829,Chile,6,Julio,2021,Biobio,"
    Israel confirma que vacuna de Pfizer reduce su efectividad frente a variante Delta del coronavi",Siempre son buenas noticias para las farmacéuticas
317,318,1307,Argentina,27,Julio,2022,La Nación,"Macabeadas 2022: los juegos en Israel con 800 atletas argentinos, 10.000 deportistas, y la presencia",¿Y participaron atletas alemanes? ????
322,323,1664,Panamá,20,Noviembre,2022,La Estrella,'Eichmann en Jerusalén' Una lectura para pensar sobre la (in) conciencia,Benjamin es un apellido judio
103,104,104,Uruguay,9,Noviembre,2023,Montevideo,Hamás se propuso crear un estado de guerra “permanente”: así se fraguó la maniobra,"Segun el general israelí Yitzhak Segev, Hamás fue creado por Israel para oponerse a la OLP de Yasser Arafat. Es la misma táctica o estrategia que empleó EUA en Afganistan con los talibanes para luchar contra la URSS.Hamas fue fundada por el jeque Ahmed Ysín en 1987.O sea, crearon al monstruo de Frankenstein y ahora no saben como liquidarlo.Sería bueno que la sionista mugrosa de Anita Jodasolinski hiciera una investigación y escribiera una ""sesuda"" crónica sobre esto. Si se atreve, por supuesto."
69,70,70,Uruguay,1,Septiembre,2022,Montevideo,"Lacalle recibió el Premio Jerusalem, que otorga la Organización Sionista del Uruguay","Ahora, volvieron las carteras y Luis tiene consolador sionista...."
26,27,27,Argentina,5,Enero,2024,Clarín,Renunció el vicepresidente de la DAIA Sergio Pikholtz tras su polémica frase “no hay civiles inocent,Bueno. Cabría un repudio y una retractación pública no ? O este tipo se cree por encima de todo ?
59,60,60,Chile,24,Junio,2022,Biobio,"
ONU concluye que disparo que mató a periodista palestina de Al Jazeera era de fuerzas israelíes
","Hasta que la ONU metió a Israel al conflicto mundial, afírmate Israel."
334,335,2597,Argentina,20,Mayo,2021,La Nación,Conflicto entre Israel y Gaza: cómo cambió el mapa de Palestina a lo largo de los años,ES PAZ POR TERRITORIOS
133,134,134,Chile,14,Mayo,2021,Biobio,"
    El ""escudo"" de Israel llevado al límite: así funciona el sistema antimisiles de la Cúpula de Hi",El pueblo de Dios?
